1	 0,0000000000e+000	-3,41925e+001	 0,00000e+000
2	 5,0000000000e-001	-4,08194e+001	-1,89282e+001
3	 1,0000000000e+000	-1,12527e+002	 1,14678e+002
4	 1,5000000000e+000	 9,55575e+000	 6,70890e+001
5	 2,0000000000e+000	 1,51033e+002	 1,32472e+002
6	 2,5000000000e+000	 1,17398e+002	 5,97477e+001
7	 3,0000000000e+000	 9,84271e+001	 3,19738e+001
8	 3,5000000000e+000	 9,18030e+001	 3,21857e+001
9	 4,0000000000e+000	 9,37684e+001	 3,16042e+001
10	 4,5000000000e+000	 9,90509e+001	 2,07669e+001
11	 5,0000000000e+000	 1,12397e+002	 2,97751e+001
12	 5,5000000000e+000	 1,17277e+002	 2,32798e+001
13	 6,0000000000e+000	 1,34512e+002	 1,34704e+001
14	 6,5000000000e+000	 1,46396e+002	 4,18168e+000
15	 7,0000000000e+000	 1,87483e+002	-2,94480e+001
16	 7,5000000000e+000	 1,57388e+002	-1,62551e+002
17	 8,0000000000e+000	 3,67821e+001	-1,49776e+002
18	 8,5000000000e+000	 1,27453e+000	-7,77137e+001
19	 9,0000000000e+000	 5,82262e+000	-2,03751e+001
20	 9,5000000000e+000	 3,03947e+001	-1,98478e+001
21	 1,0000000000e+001	 3,15049e+001	-2,43151e+001
22	 1,0500000000e+001	 3,30461e+001	-1,23335e+001
23	 1,1000000000e+001	 3,64051e+001	-8,23451e+000
24	 1,1500000000e+001	 4,07967e+001	-8,68941e+000
25	 1,2000000000e+001	 3,70515e+001	-7,01739e+000
26	 1,2500000000e+001	 4,30962e+001	-4,15120e+000
27	 1,3000000000e+001	 4,34483e+001	-3,19910e+000
28	 1,3500000000e+001	 4,53324e+001	-3,68144e-001
29	 1,4000000000e+001	 4,54389e+001	-1,33471e+000
30	 1,4500000000e+001	 4,63637e+001	-1,74439e+000
31	 1,5000000000e+001	 4,55816e+001	 2,28404e+000
32	 1,5500000000e+001	 5,13198e+001	 7,79268e+000
33	 1,6000000000e+001	 5,87192e+001	-2,04809e+000
34	 1,6500000000e+001	 5,14897e+001	-1,62596e+000
35	 1,7000000000e+001	 5,00205e+001	-7,35624e-001
36	 1,7500000000e+001	 5,28169e+001	 1,40558e+000
37	 1,8000000000e+001	 5,21024e+001	 8,96210e-002
38	 1,8500000000e+001	 5,32710e+001	 2,63039e+000
39	 1,9000000000e+001	 5,55029e+001	 1,03442e+000
40	 1,9500000000e+001	 5,42815e+001	-3,94496e-001
41	 2,0000000000e+001	 5,36050e+001	 8,97926e-001
42	 2,0500000000e+001	 5,51785e+001	 1,53341e+000
43	 2,1000000000e+001	 5,62663e+001	 5,64577e-001
44	 2,1500000000e+001	 5,61374e+001	-8,14740e-001
45	 2,2000000000e+001	 5,57847e+001	-8,79934e-001
46	 2,2500000000e+001	 5,57947e+001	-2,63661e+000
47	 2,3000000000e+001	 5,39808e+001	-1,82081e+000
48	 2,3500000000e+001	 5,32277e+001	-1,13404e+000
49	 2,4000000000e+001	 5,50287e+001	-8,15552e-001
50	 2,4500000000e+001	 5,38702e+001	-1,70503e+000
51	 2,5000000000e+001	 5,36773e+001	-1,96994e+000
52	 2,5500000000e+001	 5,25756e+001	-1,42798e+000
53	 2,6000000000e+001	 5,25356e+001	-3,14974e-001
54	 2,6500000000e+001	 5,22493e+001	-1,57440e-001
55	 2,7000000000e+001	 5,27691e+001	 5,00113e-002
56	 2,7500000000e+001	 5,31088e+001	 4,22951e-001
57	 2,8000000000e+001	 5,32868e+001	 2,27760e-003
58	 2,8500000000e+001	 5,26010e+001	-2,31252e-001
59	 2,9000000000e+001	 5,21424e+001	 8,11728e-001
60	 2,9500000000e+001	 5,21575e+001	 1,22091e+000
61	 3,0000000000e+001	 5,20081e+001	 1,19587e+000
62	 3,0500000000e+001	 5,19445e+001	 1,98822e+000
63	 3,1000000000e+001	 5,27562e+001	 2,94590e+000
64	 3,1500000000e+001	 5,39428e+001	 2,64236e+000
65	 3,2000000000e+001	 5,42069e+001	 1,94389e+000
66	 3,2500000000e+001	 5,40671e+001	 1,84045e+000
67	 3,3000000000e+001	 5,29410e+001	 2,19531e+000
68	 3,3500000000e+001	 5,35302e+001	 2,10804e+000
69	 3,4000000000e+001	 5,46286e+001	 2,77968e+000
70	 3,4500000000e+001	 5,43895e+001	 2,78512e+000
71	 3,5000000000e+001	 5,45621e+001	 1,69248e+000
72	 3,5500000000e+001	 5,41120e+001	 2,07455e+000
73	 3,6000000000e+001	 5,41960e+001	 2,41785e+000
74	 3,6500000000e+001	 5,44485e+001	 2,21797e+000
75	 3,7000000000e+001	 5,43768e+001	 1,28286e+000
76	 3,7500000000e+001	 5,38411e+001	 1,81394e+000
77	 3,8000000000e+001	 5,40047e+001	 2,00729e+000
78	 3,8500000000e+001	 5,39540e+001	 2,36464e+000
79	 3,9000000000e+001	 5,42151e+001	 2,57148e+000
80	 3,9500000000e+001	 5,41847e+001	 2,42722e+000
81	 4,0000000000e+001	 5,40469e+001	 1,99672e+000
82	 4,0500000000e+001	 5,39773e+001	 2,82239e+000
83	 4,1000000000e+001	 5,47534e+001	 2,98691e+000
84	 4,1500000000e+001	 5,48304e+001	 1,83413e+000
85	 4,2000000000e+001	 5,40381e+001	 2,27915e+000
86	 4,2500000000e+001	 5,43447e+001	 2,99090e+000
87	 4,3000000000e+001	 5,51353e+001	 2,85441e+000
88	 4,3500000000e+001	 5,55842e+001	 2,00580e+000
89	 4,4000000000e+001	 5,51558e+001	 1,59266e+000
90	 4,4500000000e+001	 5,48076e+001	 1,90557e+000
91	 4,5000000000e+001	 5,51504e+001	 2,06524e+000
92	 4,5500000000e+001	 5,55409e+001	 2,25459e+000
93	 4,6000000000e+001	 5,57385e+001	 1,24673e+000
94	 4,6500000000e+001	 5,54071e+001	 8,45351e-001
95	 4,7000000000e+001	 5,50958e+001	 7,85920e-001
96	 4,7500000000e+001	 5,48436e+001	 1,01686e+000
97	 4,8000000000e+001	 5,52477e+001	 8,05150e-001
98	 4,8500000000e+001	 5,57579e+001	 5,22009e-001
99	 4,9000000000e+001	 5,54827e+001	 1,26328e-001
100	 4,9500000000e+001	 5,51397e+001	-4,23879e-001
101	 5,0000000000e+001	 5,47808e+001	-6,92629e-001
102	 5,0500000000e+001	 5,44936e+001	-9,70309e-001
103	 5,1000000000e+001	 5,40322e+001	-1,23797e+000
104	 5,1500000000e+001	 5,35556e+001	-1,09963e+000
105	 5,2000000000e+001	 5,39268e+001	-5,75419e-001
106	 5,2500000000e+001	 5,41358e+001	-1,50839e+000
107	 5,3000000000e+001	 5,32401e+001	-1,94892e+000
108	 5,3500000000e+001	 5,28217e+001	-1,61473e+000
109	 5,4000000000e+001	 5,28252e+001	-1,69801e+000
110	 5,4500000000e+001	 5,26832e+001	-1,88795e+000
111	 5,5000000000e+001	 5,22725e+001	-2,23278e+000
112	 5,5500000000e+001	 5,20796e+001	-2,29947e+000
113	 5,6000000000e+001	 5,17931e+001	-2,45249e+000
114	 5,6500000000e+001	 5,14758e+001	-2,63334e+000
115	 5,7000000000e+001	 5,12780e+001	-2,83856e+000
